"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos","low_preference_fit","low_constructive","low_understandable","low_trustworthy","low_relevant","high_preference_fit","high_constructive","high_understandable","high_trustworthy","high_relevant"
689,1,351,"{""main_article_id"": 50, ""main_article_stable_id"": ""130049"", ""main_article_title"": ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""selected_recommendation_id"": 48, ""selected_recommendation_stable_id"": ""129977"", ""selected_recommendation_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [48, 34], ""recommendations_labels"": {""34"": ""Recommended by 82% of readers your age in your region"", ""48"": """"}, ""recommendations_stable_ids"": [""129977"", ""146262""], ""recommendations_titles"": [""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""Archaeologists surveyed the \u2018City of Seven Ravines' and unlocked clues about prehistoric Eurasia""], ""ratings"": {""likelihood_48"": ""5"", ""preference_fit_48"": ""4"", ""constructive_48"": ""5"", ""understandable_48"": ""3"", ""trustworthy_48"": ""4"", ""relevant_48"": ""4"", ""likelihood_34"": ""5"", ""preference_fit_34"": ""4"", ""constructive_34"": ""4"", ""understandable_34"": ""3"", ""trustworthy_34"": ""4"", ""relevant_34"": ""5"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""3"", ""rb_attention_check"": """", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""3"", ""high_understandable"": ""3"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""5"", ""high_relevant"": ""4""}}",130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future","Sports",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move",5,4,5,3,4,4,146262,"Archaeologists surveyed the ‘City of Seven Ravines' and unlocked clues about prehistoric Eurasia",5,4,4,3,4,5,"Sports","Science","","Recommended by 82% of readers your age in your region",4,4,3,4,3,NA,129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move",0,1,4,4,3,4,5,4,5,3,4,4
690,2,360,"{""main_article_id"": 69, ""main_article_stable_id"": ""144440"", ""main_article_title"": ""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [18, 68], ""recommendations_labels"": {""18"": """", ""68"": """"}, ""recommendations_stable_ids"": [""143388"", ""140006""], ""recommendations_titles"": [""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""There's a New Effort on the Runway to Raise Climate Funds""], ""ratings"": {""likelihood_18"": ""5"", ""preference_fit_18"": ""4"", ""constructive_18"": ""5"", ""understandable_18"": ""5"", ""trustworthy_18"": ""4"", ""relevant_18"": ""4"", ""likelihood_68"": ""2"", ""preference_fit_68"": ""2"", ""constructive_68"": ""4"", ""understandable_68"": ""4"", ""trustworthy_68"": ""3"", ""relevant_68"": ""4"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""2"", ""low_constructive"": ""5"", ""high_constructive"": ""4"", ""low_understandable"": ""5"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""3"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll","Economics",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",5,4,5,5,4,4,140006,"There's a New Effort on the Runway to Raise Climate Funds",2,2,4,4,3,4,"Politics","Economics","","",NA,NA,NA,NA,NA,1,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",0,0,4,5,5,4,4,2,4,4,3,4
691,2,357,"{""main_article_id"": 23, ""main_article_stable_id"": ""144012"", ""main_article_title"": ""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""selected_recommendation_id"": 21, ""selected_recommendation_stable_id"": ""143889"", ""selected_recommendation_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [49, 21], ""recommendations_labels"": {""21"": """", ""49"": """"}, ""recommendations_stable_ids"": [""131667"", ""143889""], ""recommendations_titles"": [""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors""], ""ratings"": {""likelihood_49"": ""2"", ""preference_fit_49"": ""1"", ""constructive_49"": ""3"", ""understandable_49"": ""3"", ""trustworthy_49"": ""3"", ""relevant_49"": ""1"", ""likelihood_21"": ""4"", ""preference_fit_21"": ""2"", ""constructive_21"": ""3"", ""understandable_21"": ""3"", ""trustworthy_21"": ""3"", ""relevant_21"": ""3"", ""label_understandable"": """", ""label_useful"": """", ""label_influenced"": """", ""label_attention"": """", ""label_more"": """", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""1"", ""high_preference_fit"": ""2"", ""low_constructive"": ""3"", ""high_constructive"": ""3"", ""low_understandable"": ""3"", ""high_understandable"": ""3"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""3"", ""low_relevant"": ""1"", ""high_relevant"": ""3""}}",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation","Crime",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",2,1,3,3,3,1,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",4,2,3,3,3,3,"Politics","Crime","","",NA,NA,NA,NA,NA,1,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",1,0,1,3,3,3,1,2,3,3,3,3
692,1,362,"{""main_article_id"": 64, ""main_article_stable_id"": ""139293"", ""main_article_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_id"": 18, ""selected_recommendation_stable_id"": ""143388"", ""selected_recommendation_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [23, 18], ""recommendations_labels"": {""18"": """", ""23"": ""Fact-checked for accuracy""}, ""recommendations_stable_ids"": [""144012"", ""143388""], ""recommendations_titles"": [""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.""], ""ratings"": {""likelihood_23"": ""4"", ""preference_fit_23"": ""3"", ""constructive_23"": ""3"", ""understandable_23"": ""3"", ""trustworthy_23"": ""3"", ""relevant_23"": ""3"", ""likelihood_18"": ""5"", ""preference_fit_18"": ""5"", ""constructive_18"": ""5"", ""understandable_18"": ""5"", ""trustworthy_18"": ""5"", ""relevant_18"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""5"", ""low_constructive"": ""3"", ""high_constructive"": ""5"", ""low_understandable"": ""3"", ""high_understandable"": ""5"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""5"", ""low_relevant"": ""3"", ""high_relevant"": ""5""}}",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City","Politics",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation",4,3,3,3,3,3,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",5,5,5,5,5,5,"Crime","Politics","Fact-checked for accuracy","",5,5,5,5,5,NA,143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.",1,0,3,3,3,3,3,5,5,5,5,5
693,1,361,"{""main_article_id"": 0, ""main_article_stable_id"": ""139580"", ""main_article_title"": ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""selected_recommendation_id"": 21, ""selected_recommendation_stable_id"": ""143889"", ""selected_recommendation_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [69, 21], ""recommendations_labels"": {""21"": ""Fact-checked for accuracy"", ""69"": """"}, ""recommendations_stable_ids"": [""144440"", ""143889""], ""recommendations_titles"": [""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors""], ""ratings"": {""likelihood_69"": ""4"", ""preference_fit_69"": ""4"", ""constructive_69"": ""4"", ""understandable_69"": ""4"", ""trustworthy_69"": ""4"", ""relevant_69"": ""4"", ""likelihood_21"": ""5"", ""preference_fit_21"": ""5"", ""constructive_21"": ""5"", ""understandable_21"": ""5"", ""trustworthy_21"": ""5"", ""relevant_21"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """", ""low_preference_fit"": ""5"", ""high_preference_fit"": ""4"", ""low_constructive"": ""5"", ""high_constructive"": ""4"", ""low_understandable"": ""5"", ""high_understandable"": ""4"", ""low_trustworthy"": ""5"", ""high_trustworthy"": ""4"", ""low_relevant"": ""5"", ""high_relevant"": ""4""}}",139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing","Economics",144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",4,4,4,4,4,4,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",5,5,5,5,5,5,"Economics","Crime","","Fact-checked for accuracy",5,5,5,5,5,NA,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",1,1,5,5,5,5,5,4,4,4,4,4
694,2,351,"{""main_article_id"": 0, ""main_article_stable_id"": ""139580"", ""main_article_title"": ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""selected_recommendation_id"": 57, ""selected_recommendation_stable_id"": ""131903"", ""selected_recommendation_title"": ""The US air traffic control system is in desperate need of improvement. Would privatization help?"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [23, 57], ""recommendations_labels"": {""23"": ""Breaks topic into key points without unnecessary details"", ""57"": """"}, ""recommendations_stable_ids"": [""144012"", ""131903""], ""recommendations_titles"": [""Boulder County opens new alternative sentencing facility focused on rehabilitation"", ""The US air traffic control system is in desperate need of improvement. Would privatization help?""], ""ratings"": {""likelihood_23"": ""5"", ""preference_fit_23"": ""3"", ""constructive_23"": ""4"", ""understandable_23"": ""3"", ""trustworthy_23"": ""4"", ""relevant_23"": ""4"", ""likelihood_57"": ""5"", ""preference_fit_57"": ""4"", ""constructive_57"": ""5"", ""understandable_57"": ""4"", ""trustworthy_57"": ""5"", ""relevant_57"": ""4"", ""label_understandable"": ""2"", ""label_useful"": ""2"", ""label_influenced"": ""3"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""4"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""3"", ""high_understandable"": ""4"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""5"", ""low_relevant"": ""4"", ""high_relevant"": ""4""}}",139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing","Economics",144012,"Boulder County opens new alternative sentencing facility focused on rehabilitation",5,3,4,3,4,4,131903,"The US air traffic control system is in desperate need of improvement. Would privatization help?",5,4,5,4,5,4,"Crime","Economics","Breaks topic into key points without unnecessary details","",2,2,3,2,2,1,131903,"The US air traffic control system is in desperate need of improvement. Would privatization help?",1,0,3,4,3,4,4,4,5,4,5,4
695,1,364,"{""main_article_id"": 61, ""main_article_stable_id"": ""133294"", ""main_article_title"": ""Why a dementia village in the Netherlands is fueling hope in D.C."", ""selected_recommendation_id"": 39, ""selected_recommendation_stable_id"": ""146568"", ""selected_recommendation_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [44, 39], ""recommendations_labels"": {""39"": """", ""44"": ""Fact-checked for accuracy""}, ""recommendations_stable_ids"": [""148119"", ""146568""], ""recommendations_titles"": [""What saved a heartbroken 14-year NFL veteran? It's magic"", ""Harlem residents roll up their sleeves as city's blood supply dips""], ""ratings"": {""likelihood_44"": ""4"", ""preference_fit_44"": ""4"", ""constructive_44"": ""4"", ""understandable_44"": ""5"", ""trustworthy_44"": ""4"", ""relevant_44"": ""4"", ""likelihood_39"": ""5"", ""preference_fit_39"": ""5"", ""constructive_39"": ""5"", ""understandable_39"": ""5"", ""trustworthy_39"": ""5"", ""relevant_39"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""5"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""5"", ""high_understandable"": ""5"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""5"", ""low_relevant"": ""4"", ""high_relevant"": ""5""}}",133294,"Why a dementia village in the Netherlands is fueling hope in D.C.","Personal Health",148119,"What saved a heartbroken 14-year NFL veteran? It's magic",4,4,4,5,4,4,146568,"Harlem residents roll up their sleeves as city's blood supply dips",5,5,5,5,5,5,"Entertainment","Personal Health","Fact-checked for accuracy","",5,5,5,5,5,NA,146568,"Harlem residents roll up their sleeves as city's blood supply dips",1,0,4,4,5,4,4,5,5,5,5,5
696,2,362,"{""main_article_id"": 16, ""main_article_stable_id"": ""142537"", ""main_article_title"": ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""selected_recommendation_id"": 50, ""selected_recommendation_stable_id"": ""130049"", ""selected_recommendation_title"": ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [39, 50], ""recommendations_labels"": {""39"": ""Breaks topic into key points without unnecessary details"", ""50"": """"}, ""recommendations_stable_ids"": [""146568"", ""130049""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future""], ""ratings"": {""likelihood_39"": ""3"", ""preference_fit_39"": ""5"", ""constructive_39"": ""5"", ""understandable_39"": ""5"", ""trustworthy_39"": ""5"", ""relevant_39"": ""5"", ""likelihood_50"": ""5"", ""preference_fit_50"": ""5"", ""constructive_50"": ""5"", ""understandable_50"": ""5"", ""trustworthy_50"": ""5"", ""relevant_50"": ""5"", ""label_understandable"": ""3"", ""label_useful"": ""3"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""5"", ""high_preference_fit"": ""5"", ""low_constructive"": ""5"", ""high_constructive"": ""5"", ""low_understandable"": ""5"", ""high_understandable"": ""5"", ""low_trustworthy"": ""5"", ""high_trustworthy"": ""5"", ""low_relevant"": ""5"", ""high_relevant"": ""5""}}",142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic","Sports",146568,"Harlem residents roll up their sleeves as city's blood supply dips",3,5,5,5,5,5,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",5,5,5,5,5,5,"Personal Health","Sports","Breaks topic into key points without unnecessary details","",3,3,3,3,3,1,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",1,0,5,5,5,5,5,5,5,5,5,5
697,1,363,"{""main_article_id"": 3, ""main_article_stable_id"": ""139978"", ""main_article_title"": ""Italy's light touch on inheritance tax comes at a cost, economists say"", ""selected_recommendation_id"": 24, ""selected_recommendation_stable_id"": ""144200"", ""selected_recommendation_title"": ""Saudi Arabia wants to buy American chips. It could help propel the US in the AI race"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [24, 66], ""recommendations_labels"": {""24"": """", ""66"": ""Fact-checked for accuracy""}, ""recommendations_stable_ids"": [""144200"", ""139942""], ""recommendations_titles"": [""Saudi Arabia wants to buy American chips. It could help propel the US in the AI race"", ""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'""], ""ratings"": {""likelihood_24"": ""4"", ""preference_fit_24"": ""4"", ""constructive_24"": ""4"", ""understandable_24"": ""4"", ""trustworthy_24"": ""4"", ""relevant_24"": ""4"", ""likelihood_66"": ""2"", ""preference_fit_66"": ""2"", ""constructive_66"": ""2"", ""understandable_66"": ""2"", ""trustworthy_66"": ""2"", ""relevant_66"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""2"", ""high_constructive"": ""4"", ""low_understandable"": ""2"", ""high_understandable"": ""4"", ""low_trustworthy"": ""2"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""4""}}",139978,"Italy's light touch on inheritance tax comes at a cost, economists say","International",144200,"Saudi Arabia wants to buy American chips. It could help propel the US in the AI race",4,4,4,4,4,4,139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'",2,2,2,2,2,2,"International","Finance","","Fact-checked for accuracy",4,4,3,4,4,NA,144200,"Saudi Arabia wants to buy American chips. It could help propel the US in the AI race",0,1,2,2,2,2,2,4,4,4,4,4
698,2,361,"{""main_article_id"": 61, ""main_article_stable_id"": ""133294"", ""main_article_title"": ""Why a dementia village in the Netherlands is fueling hope in D.C."", ""selected_recommendation_id"": 39, ""selected_recommendation_stable_id"": ""146568"", ""selected_recommendation_title"": ""Harlem residents roll up their sleeves as city's blood supply dips"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [39, 16], ""recommendations_labels"": {""16"": ""Recommended by 82% of readers your age in your region"", ""39"": """"}, ""recommendations_stable_ids"": [""146568"", ""142537""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic""], ""ratings"": {""likelihood_39"": ""5"", ""preference_fit_39"": ""5"", ""constructive_39"": ""5"", ""understandable_39"": ""5"", ""trustworthy_39"": ""5"", ""relevant_39"": ""5"", ""likelihood_16"": ""3"", ""preference_fit_16"": ""3"", ""constructive_16"": ""4"", ""understandable_16"": ""5"", ""trustworthy_16"": ""4"", ""relevant_16"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""3"", ""high_preference_fit"": ""5"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""5"", ""high_understandable"": ""5"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""5"", ""low_relevant"": ""4"", ""high_relevant"": ""5""}}",133294,"Why a dementia village in the Netherlands is fueling hope in D.C.","Personal Health",146568,"Harlem residents roll up their sleeves as city's blood supply dips",5,5,5,5,5,5,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",3,3,4,5,4,4,"Personal Health","Sports","","Recommended by 82% of readers your age in your region",4,4,3,3,3,1,146568,"Harlem residents roll up their sleeves as city's blood supply dips",0,1,3,4,5,4,4,5,5,5,5,5
699,1,367,"{""main_article_id"": 14, ""main_article_stable_id"": ""141456"", ""main_article_title"": ""Can SAD Lamps Help With Seasonal Depression?"", ""selected_recommendation_id"": 13, ""selected_recommendation_stable_id"": ""141489"", ""selected_recommendation_title"": ""Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why."", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [46, 13], ""recommendations_labels"": {""13"": """", ""46"": ""Recommended by 82% of readers your age in your region""}, ""recommendations_stable_ids"": [""148298"", ""141489""], ""recommendations_titles"": [""Making a Yard \u2018Very Wild,' Yet Still Fit for Entertaining"", ""Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.""], ""ratings"": {""likelihood_46"": ""2"", ""preference_fit_46"": ""2"", ""constructive_46"": ""3"", ""understandable_46"": ""4"", ""trustworthy_46"": ""3"", ""relevant_46"": ""2"", ""likelihood_13"": ""4"", ""preference_fit_13"": ""4"", ""constructive_13"": ""4"", ""understandable_13"": ""4"", ""trustworthy_13"": ""4"", ""relevant_13"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """", ""low_preference_fit"": ""2"", ""high_preference_fit"": ""4"", ""low_constructive"": ""3"", ""high_constructive"": ""4"", ""low_understandable"": ""4"", ""high_understandable"": ""4"", ""low_trustworthy"": ""3"", ""high_trustworthy"": ""4"", ""low_relevant"": ""2"", ""high_relevant"": ""4""}}",141456,"Can SAD Lamps Help With Seasonal Depression?","Personal Health",148298,"Making a Yard ‘Very Wild,' Yet Still Fit for Entertaining",2,2,3,4,3,2,141489,"Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.",4,4,4,4,4,4,"Lifestyle","Personal Health","Recommended by 82% of readers your age in your region","",4,4,2,4,4,NA,141489,"Coral from the sea is being used in some knee surgeries in NYC. Here's how, and why.",1,0,2,3,4,3,2,4,4,4,4,4
700,2,363,"{""main_article_id"": 29, ""main_article_stable_id"": ""144778"", ""main_article_title"": ""Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping"", ""selected_recommendation_id"": 17, ""selected_recommendation_stable_id"": ""142917"", ""selected_recommendation_title"": ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [63, 17], ""recommendations_labels"": {""17"": ""Focuses on solutions and constructive ways forward"", ""63"": """"}, ""recommendations_stable_ids"": [""133123"", ""142917""], ""recommendations_titles"": [""New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket"", ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book""], ""ratings"": {""likelihood_63"": ""2"", ""preference_fit_63"": ""2"", ""constructive_63"": ""2"", ""understandable_63"": ""3"", ""trustworthy_63"": ""2"", ""relevant_63"": ""2"", ""likelihood_17"": ""3"", ""preference_fit_17"": ""4"", ""constructive_17"": ""4"", ""understandable_17"": ""4"", ""trustworthy_17"": ""4"", ""relevant_17"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""2"", ""low_constructive"": ""4"", ""high_constructive"": ""2"", ""low_understandable"": ""4"", ""high_understandable"": ""3"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""2"", ""low_relevant"": ""4"", ""high_relevant"": ""2""}}",144778,"Meta's Victory Opens the Way for Silicon Valley to Go Deal Shopping","Tech",133123,"New Glenn launch: NASA's Escapade mission to Mars brings the next big test for Jeff Bezos' rocket",2,2,2,3,2,2,142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book",3,4,4,4,4,4,"Tech","Entertainment","","Focuses on solutions and constructive ways forward",4,4,4,4,4,1,142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book",1,1,4,4,4,4,4,2,2,3,2,2
701,2,364,"{""main_article_id"": 68, ""main_article_stable_id"": ""140006"", ""main_article_title"": ""There's a New Effort on the Runway to Raise Climate Funds"", ""selected_recommendation_id"": 0, ""selected_recommendation_stable_id"": ""139580"", ""selected_recommendation_title"": ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [0, 21], ""recommendations_labels"": {""0"": """", ""21"": ""Trending right now""}, ""recommendations_stable_ids"": [""139580"", ""143889""], ""recommendations_titles"": [""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors""], ""ratings"": {""likelihood_0"": ""5"", ""preference_fit_0"": ""5"", ""constructive_0"": ""5"", ""understandable_0"": ""5"", ""trustworthy_0"": ""4"", ""relevant_0"": ""5"", ""likelihood_21"": ""4"", ""preference_fit_21"": ""4"", ""constructive_21"": ""4"", ""understandable_21"": ""4"", ""trustworthy_21"": ""4"", ""relevant_21"": ""4"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": ""1"", ""low_preference_fit"": ""4"", ""high_preference_fit"": ""5"", ""low_constructive"": ""4"", ""high_constructive"": ""5"", ""low_understandable"": ""4"", ""high_understandable"": ""5"", ""low_trustworthy"": ""4"", ""high_trustworthy"": ""4"", ""low_relevant"": ""4"", ""high_relevant"": ""5""}}",140006,"There's a New Effort on the Runway to Raise Climate Funds","Economics",139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing",5,5,5,5,4,5,143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors",4,4,4,4,4,4,"Economics","Crime","","Trending right now",5,5,4,4,5,1,139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing",0,1,4,4,4,4,4,5,5,5,4,5
