"id","round_number","participant_id","article","main_article_stable_id","main_article_title","main_topic","rec0_stable_id","rec0_title","rec0_likelihood","rec0_preference_fit","rec0_constructive","rec0_understandable","rec0_trustworthy","rec0_relevant","rec1_stable_id","rec1_title","rec1_likelihood","rec1_preference_fit","rec1_constructive","rec1_understandable","rec1_trustworthy","rec1_relevant","rec0_topic","rec1_topic","rec0_label_text","rec1_label_text","label_understandable","label_useful","label_influenced","label_attention","label_more","rb_attention_check","selected_rec_stable_id","selected_rec_title","selected_rec_pos","changing_label_rec_pos"
251,2,129,"{""main_article_id"": 58, ""main_article_stable_id"": ""131266"", ""main_article_title"": ""EU agrees to relax green rules in farming subsidy reform"", ""selected_recommendation_id"": 51, ""selected_recommendation_stable_id"": ""136187"", ""selected_recommendation_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [3, 51], ""recommendations_labels"": {""3"": ""You might also like this article:"", ""51"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""139978"", ""136187""], ""recommendations_titles"": [""Italy's light touch on inheritance tax comes at a cost, economists say"", ""Alaska sued over aerial hunting of bears to protect caribou""], ""ratings"": {""likelihood_3"": ""3"", ""preference_fit_3"": ""4"", ""constructive_3"": """", ""understandable_3"": """", ""trustworthy_3"": """", ""relevant_3"": """", ""likelihood_51"": ""4"", ""preference_fit_51"": ""3"", ""constructive_51"": ""3"", ""understandable_51"": ""3"", ""trustworthy_51"": ""3"", ""relevant_51"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""3"", ""label_attention"": ""3"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",131266,"EU agrees to relax green rules in farming subsidy reform","International",139978,"Italy's light touch on inheritance tax comes at a cost, economists say",3,4,NA,NA,NA,NA,136187,"Alaska sued over aerial hunting of bears to protect caribou",4,3,3,3,3,3,"International","Politics","You might also like this article:","You might also like this article:",4,4,3,3,3,1,136187,"Alaska sued over aerial hunting of bears to protect caribou",1,1
252,1,130,"{""main_article_id"": 18, ""main_article_stable_id"": ""143388"", ""main_article_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_id"": 65, ""selected_recommendation_stable_id"": ""139836"", ""selected_recommendation_title"": ""Hitting retirement age in 2026? This Social Security change could impact you."", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 0, ""recommendations"": [65, 64], ""recommendations_labels"": {""64"": ""You might also like this article:"", ""65"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""139836"", ""139293""], ""recommendations_titles"": [""Hitting retirement age in 2026? This Social Security change could impact you."", ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City""], ""ratings"": {""likelihood_65"": ""3"", ""preference_fit_65"": ""4"", ""constructive_65"": ""4"", ""understandable_65"": ""4"", ""trustworthy_65"": ""4"", ""relevant_65"": ""4"", ""likelihood_64"": ""1"", ""preference_fit_64"": ""2"", ""constructive_64"": """", ""understandable_64"": """", ""trustworthy_64"": """", ""relevant_64"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.","Politics",139836,"Hitting retirement age in 2026? This Social Security change could impact you.",3,4,4,4,4,4,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",1,2,NA,NA,NA,NA,"Finance","Politics","This article is trending right now:","You might also like this article:",4,4,4,4,4,NA,139836,"Hitting retirement age in 2026? This Social Security change could impact you.",0,0
253,1,128,"{""main_article_id"": 21, ""main_article_stable_id"": ""143889"", ""main_article_title"": ""Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors"", ""selected_recommendation_id"": 19, ""selected_recommendation_stable_id"": ""143626"", ""selected_recommendation_title"": ""New initiative aimed at preventing youth crime"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [64, 19], ""recommendations_labels"": {""19"": ""You might also like this article:"", ""64"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""139293"", ""143626""], ""recommendations_titles"": [""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""New initiative aimed at preventing youth crime""], ""ratings"": {""likelihood_64"": ""3"", ""preference_fit_64"": ""2"", ""constructive_64"": ""2"", ""understandable_64"": ""4"", ""trustworthy_64"": ""4"", ""relevant_64"": ""4"", ""likelihood_19"": ""4"", ""preference_fit_19"": ""4"", ""constructive_19"": """", ""understandable_19"": """", ""trustworthy_19"": """", ""relevant_19"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",143889,"Pennsylvania Attorney General's Office launches Elder Exploitation Section, expanding services for seniors","Crime",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",3,2,2,4,4,4,143626,"New initiative aimed at preventing youth crime",4,4,NA,NA,NA,NA,"Politics","Crime","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,4,4,4,4,NA,143626,"New initiative aimed at preventing youth crime",1,0
254,2,130,"{""main_article_id"": 45, ""main_article_stable_id"": ""148260"", ""main_article_title"": ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""selected_recommendation_id"": 44, ""selected_recommendation_stable_id"": ""148119"", ""selected_recommendation_title"": ""What saved a heartbroken 14-year NFL veteran? It's magic"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [44, 50], ""recommendations_labels"": {""44"": ""You might also like this article:"", ""50"": ""This article's content focuses on solutions and constructive ways forward:""}, ""recommendations_stable_ids"": [""148119"", ""130049""], ""recommendations_titles"": [""What saved a heartbroken 14-year NFL veteran? It's magic"", ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future""], ""ratings"": {""likelihood_44"": ""2"", ""preference_fit_44"": ""2"", ""constructive_44"": """", ""understandable_44"": """", ""trustworthy_44"": """", ""relevant_44"": """", ""likelihood_50"": ""1"", ""preference_fit_50"": ""2"", ""constructive_50"": ""3"", ""understandable_50"": ""3"", ""trustworthy_50"": ""3"", ""relevant_50"": ""2"", ""label_understandable"": ""4"", ""label_useful"": ""3"", ""label_influenced"": ""2"", ""label_attention"": ""2"", ""label_more"": ""2"", ""rb_attention_check"": ""1""}}",148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving","Entertainment",148119,"What saved a heartbroken 14-year NFL veteran? It's magic",2,2,NA,NA,NA,NA,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",1,2,3,3,3,2,"Entertainment","Sports","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",4,3,2,2,2,1,148119,"What saved a heartbroken 14-year NFL veteran? It's magic",0,1
255,2,128,"{""main_article_id"": 48, ""main_article_stable_id"": ""129977"", ""main_article_title"": ""New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move"", ""selected_recommendation_id"": 50, ""selected_recommendation_stable_id"": ""130049"", ""selected_recommendation_title"": ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [35, 50], ""recommendations_labels"": {""35"": ""This article breaks the topic into key points without unnecessary details:"", ""50"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""146308"", ""130049""], ""recommendations_titles"": [""These Rocketry Hobbyists Are Not Just Playing Around"", ""Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future""], ""ratings"": {""likelihood_35"": ""3"", ""preference_fit_35"": ""2"", ""constructive_35"": ""3"", ""understandable_35"": ""4"", ""trustworthy_35"": ""4"", ""relevant_35"": ""4"", ""likelihood_50"": ""4"", ""preference_fit_50"": ""4"", ""constructive_50"": """", ""understandable_50"": """", ""trustworthy_50"": """", ""relevant_50"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",129977,"New-look Dan Campbell gives Lions' offense jump-start in perhaps a season-defining move","Sports",146308,"These Rocketry Hobbyists Are Not Just Playing Around",3,2,3,4,4,4,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",4,4,NA,NA,NA,NA,"Science","Sports","This article breaks the topic into key points without unnecessary details:","You might also like this article:",4,4,4,4,4,1,130049,"Real Madrid's Ferland Mendy: 629 days out, winner of finals and an uncertain future",1,0
256,1,131,"{""main_article_id"": 0, ""main_article_stable_id"": ""139580"", ""main_article_title"": ""Fed's Jefferson Says Fed Should \u2018Proceed Slowly' With Any Further Easing"", ""selected_recommendation_id"": 69, ""selected_recommendation_stable_id"": ""144440"", ""selected_recommendation_title"": ""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [22, 69], ""recommendations_labels"": {""22"": ""This article's content focuses on solutions and constructive ways forward:"", ""69"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""143983"", ""144440""], ""recommendations_titles"": [""How Philadelphia is combating human trafficking with new $500K awareness initiative"", ""ECB set to hold rates through 2026 on steady economic outlook: Reuters poll""], ""ratings"": {""likelihood_22"": ""5"", ""preference_fit_22"": ""4"", ""constructive_22"": ""4"", ""understandable_22"": ""4"", ""trustworthy_22"": ""4"", ""relevant_22"": ""4"", ""likelihood_69"": ""4"", ""preference_fit_69"": ""4"", ""constructive_69"": """", ""understandable_69"": """", ""trustworthy_69"": """", ""relevant_69"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",139580,"Fed's Jefferson Says Fed Should ‘Proceed Slowly' With Any Further Easing","Economics",143983,"How Philadelphia is combating human trafficking with new $500K awareness initiative",5,4,4,4,4,4,144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",4,4,NA,NA,NA,NA,"Crime","Economics","This article's content focuses on solutions and constructive ways forward:","You might also like this article:",4,4,4,4,4,NA,144440,"ECB set to hold rates through 2026 on steady economic outlook: Reuters poll",1,0
257,2,131,"{""main_article_id"": 14, ""main_article_stable_id"": ""141456"", ""main_article_title"": ""Can SAD Lamps Help With Seasonal Depression?"", ""selected_recommendation_id"": 45, ""selected_recommendation_stable_id"": ""148260"", ""selected_recommendation_title"": ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [39, 45], ""recommendations_labels"": {""39"": ""You might also like this article:"", ""45"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""146568"", ""148260""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving""], ""ratings"": {""likelihood_39"": ""4"", ""preference_fit_39"": ""3"", ""constructive_39"": """", ""understandable_39"": """", ""trustworthy_39"": """", ""relevant_39"": """", ""likelihood_45"": ""5"", ""preference_fit_45"": ""4"", ""constructive_45"": ""4"", ""understandable_45"": ""4"", ""trustworthy_45"": ""4"", ""relevant_45"": ""3"", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""4"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": ""1""}}",141456,"Can SAD Lamps Help With Seasonal Depression?","Personal Health",146568,"Harlem residents roll up their sleeves as city's blood supply dips",4,3,NA,NA,NA,NA,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",5,4,4,4,4,3,"Personal Health","Entertainment","You might also like this article:","This article is trending right now:",4,4,4,4,4,1,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",1,1
258,1,132,"{""main_article_id"": 18, ""main_article_stable_id"": ""143388"", ""main_article_title"": ""Mamdani and Tisch Agreed to Work Together. Here's Where They Differ."", ""selected_recommendation_id"": 56, ""selected_recommendation_stable_id"": ""131990"", ""selected_recommendation_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [57, 56], ""recommendations_labels"": {""56"": ""You might also like this article:"", ""57"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""131903"", ""131990""], ""recommendations_titles"": [""The US air traffic control system is in desperate need of improvement. Would privatization help?"", ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope""], ""ratings"": {""likelihood_57"": ""2"", ""preference_fit_57"": ""2"", ""constructive_57"": ""4"", ""understandable_57"": ""4"", ""trustworthy_57"": ""5"", ""relevant_57"": ""4"", ""likelihood_56"": ""5"", ""preference_fit_56"": ""4"", ""constructive_56"": """", ""understandable_56"": """", ""trustworthy_56"": """", ""relevant_56"": """", ""label_understandable"": ""4"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",143388,"Mamdani and Tisch Agreed to Work Together. Here's Where They Differ.","Politics",131903,"The US air traffic control system is in desperate need of improvement. Would privatization help?",2,2,4,4,5,4,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",5,4,NA,NA,NA,NA,"Economics","Politics","This article is trending right now:","You might also like this article:",4,4,2,4,5,NA,131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope",1,0
259,1,133,"{""main_article_id"": 20, ""main_article_stable_id"": ""143873"", ""main_article_title"": ""Massive meth smuggling ring that hid drugs in boxes of jalape\u00f1os busted in Georgia, prosecutors say"", ""selected_recommendation_id"": 19, ""selected_recommendation_stable_id"": ""143626"", ""selected_recommendation_title"": ""New initiative aimed at preventing youth crime"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [49, 19], ""recommendations_labels"": {""19"": ""You might also like this article:"", ""49"": ""This article breaks the topic into key points without unnecessary details:""}, ""recommendations_stable_ids"": [""131667"", ""143626""], ""recommendations_titles"": [""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""New initiative aimed at preventing youth crime""], ""ratings"": {""likelihood_49"": ""1"", ""preference_fit_49"": ""1"", ""constructive_49"": ""2"", ""understandable_49"": ""4"", ""trustworthy_49"": ""2"", ""relevant_49"": ""1"", ""likelihood_19"": ""2"", ""preference_fit_19"": ""4"", ""constructive_19"": """", ""understandable_19"": """", ""trustworthy_19"": """", ""relevant_19"": """", ""label_understandable"": ""5"", ""label_useful"": ""1"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": """"}}",143873,"Massive meth smuggling ring that hid drugs in boxes of jalapeños busted in Georgia, prosecutors say","Crime",131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",1,1,2,4,2,1,143626,"New initiative aimed at preventing youth crime",2,4,NA,NA,NA,NA,"Politics","Crime","This article breaks the topic into key points without unnecessary details:","You might also like this article:",5,1,1,1,1,NA,143626,"New initiative aimed at preventing youth crime",1,0
260,2,132,"{""main_article_id"": 34, ""main_article_stable_id"": ""146262"", ""main_article_title"": ""Archaeologists surveyed the \u2018City of Seven Ravines' and unlocked clues about prehistoric Eurasia"", ""selected_recommendation_id"": 12, ""selected_recommendation_stable_id"": ""141488"", ""selected_recommendation_title"": ""Hydropower Is Getting Less Reliable as the World Needs More Energy"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [12, 47], ""recommendations_labels"": {""12"": ""You might also like this article:"", ""47"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""141488"", ""129659""], ""recommendations_titles"": [""Hydropower Is Getting Less Reliable as the World Needs More Energy"", ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win""], ""ratings"": {""likelihood_12"": ""3"", ""preference_fit_12"": ""4"", ""constructive_12"": """", ""understandable_12"": """", ""trustworthy_12"": """", ""relevant_12"": """", ""likelihood_47"": ""2"", ""preference_fit_47"": ""1"", ""constructive_47"": ""4"", ""understandable_47"": ""5"", ""trustworthy_47"": ""5"", ""relevant_47"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""5"", ""label_influenced"": ""1"", ""label_attention"": ""4"", ""label_more"": ""5"", ""rb_attention_check"": ""1""}}",146262,"Archaeologists surveyed the ‘City of Seven Ravines' and unlocked clues about prehistoric Eurasia","Science",141488,"Hydropower Is Getting Less Reliable as the World Needs More Energy",3,4,NA,NA,NA,NA,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",2,1,4,5,5,4,"Science","Sports","You might also like this article:","This article is recommended by 82% of readers your age in your region:",4,5,1,4,5,1,141488,"Hydropower Is Getting Less Reliable as the World Needs More Energy",0,1
261,2,133,"{""main_article_id"": 17, ""main_article_stable_id"": ""142917"", ""main_article_title"": ""Born with cerebral palsy, a Haverford woman shares her story of resilience in new book"", ""selected_recommendation_id"": 43, ""selected_recommendation_stable_id"": ""148070"", ""selected_recommendation_title"": ""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [16, 43], ""recommendations_labels"": {""16"": ""You might also like this article:"", ""43"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""142537"", ""148070""], ""recommendations_titles"": [""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""George Clooney, Adam Sandler and Noah Baumbach on Fame and \u2018Jay Kelly'""], ""ratings"": {""likelihood_16"": ""1"", ""preference_fit_16"": ""1"", ""constructive_16"": ""1"", ""understandable_16"": ""5"", ""trustworthy_16"": ""3"", ""relevant_16"": ""1"", ""likelihood_43"": ""1"", ""preference_fit_43"": ""2"", ""constructive_43"": """", ""understandable_43"": """", ""trustworthy_43"": """", ""relevant_43"": """", ""label_understandable"": ""5"", ""label_useful"": ""1"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": ""1""}}",142917,"Born with cerebral palsy, a Haverford woman shares her story of resilience in new book","Entertainment",142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,1,1,5,3,1,148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",1,2,NA,NA,NA,NA,"Sports","Entertainment","You might also like this article:","You might also like this article:",5,1,1,1,1,1,148070,"George Clooney, Adam Sandler and Noah Baumbach on Fame and ‘Jay Kelly'",1,0
262,1,137,"{""main_article_id"": 44, ""main_article_stable_id"": ""148119"", ""main_article_title"": ""What saved a heartbroken 14-year NFL veteran? It's magic"", ""selected_recommendation_id"": 45, ""selected_recommendation_stable_id"": ""148260"", ""selected_recommendation_title"": ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [45, 47], ""recommendations_labels"": {""45"": ""You might also like this article:"", ""47"": ""This article is recommended by 82% of readers your age in your region:""}, ""recommendations_stable_ids"": [""148260"", ""129659""], ""recommendations_titles"": [""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving"", ""\u2018Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win""], ""ratings"": {""likelihood_45"": ""1"", ""preference_fit_45"": ""2"", ""constructive_45"": """", ""understandable_45"": """", ""trustworthy_45"": """", ""relevant_45"": """", ""likelihood_47"": ""1"", ""preference_fit_47"": ""2"", ""constructive_47"": ""4"", ""understandable_47"": ""5"", ""trustworthy_47"": ""3"", ""relevant_47"": ""4"", ""label_understandable"": ""4"", ""label_useful"": ""1"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""1"", ""rb_attention_check"": """"}}",148119,"What saved a heartbroken 14-year NFL veteran? It's magic","Entertainment",148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",1,2,NA,NA,NA,NA,129659,"‘Like Houdini': Another Caleb Williams magic trick rescues Bears in thrilling win",1,2,4,5,3,4,"Entertainment","Sports","You might also like this article:","This article is recommended by 82% of readers your age in your region:",4,1,1,1,1,NA,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",0,1
263,1,134,"{""main_article_id"": 56, ""main_article_stable_id"": ""131990"", ""main_article_title"": ""It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope"", ""selected_recommendation_id"": 49, ""selected_recommendation_stable_id"": ""131667"", ""selected_recommendation_title"": ""Analysis: Many factors, not just Trump, contributed to BBC resignations"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 0, ""recommendations"": [66, 49], ""recommendations_labels"": {""49"": ""You might also like this article:"", ""66"": ""This article is trending right now:""}, ""recommendations_stable_ids"": [""139942"", ""131667""], ""recommendations_titles"": [""F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make \u2018a splash again'"", ""Analysis: Many factors, not just Trump, contributed to BBC resignations""], ""ratings"": {""likelihood_66"": ""1"", ""preference_fit_66"": ""1"", ""constructive_66"": ""3"", ""understandable_66"": ""5"", ""trustworthy_66"": ""3"", ""relevant_66"": ""1"", ""likelihood_49"": ""4"", ""preference_fit_49"": ""5"", ""constructive_49"": """", ""understandable_49"": """", ""trustworthy_49"": """", ""relevant_49"": """", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""3"", ""label_attention"": ""1"", ""label_more"": ""3"", ""rb_attention_check"": """"}}",131990,"It's been a dangerous decade since the Paris Climate Agreement, but there's still reason for hope","Politics",139942,"F1's plan for sluggish Vegas GP sales: Go bigger, cheaper and make ‘a splash again'",1,1,3,5,3,1,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",4,5,NA,NA,NA,NA,"Finance","Politics","This article is trending right now:","You might also like this article:",5,5,3,1,3,NA,131667,"Analysis: Many factors, not just Trump, contributed to BBC resignations",1,0
264,1,136,"{""main_article_id"": 14, ""main_article_stable_id"": ""141456"", ""main_article_title"": ""Can SAD Lamps Help With Seasonal Depression?"", ""selected_recommendation_id"": 16, ""selected_recommendation_stable_id"": ""142537"", ""selected_recommendation_title"": ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic"", ""selected_recommendation_pos"": 1, ""changing_label_rec_pos"": 1, ""recommendations"": [39, 16], ""recommendations_labels"": {""16"": ""This article is trending right now:"", ""39"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""146568"", ""142537""], ""recommendations_titles"": [""Harlem residents roll up their sleeves as city's blood supply dips"", ""The Ashes 2025-26: Insight, analysis and a new signing for The Athletic""], ""ratings"": {""likelihood_39"": ""5"", ""preference_fit_39"": ""5"", ""constructive_39"": """", ""understandable_39"": """", ""trustworthy_39"": """", ""relevant_39"": """", ""likelihood_16"": ""5"", ""preference_fit_16"": ""5"", ""constructive_16"": ""5"", ""understandable_16"": ""5"", ""trustworthy_16"": ""3"", ""relevant_16"": ""5"", ""label_understandable"": ""5"", ""label_useful"": ""5"", ""label_influenced"": ""5"", ""label_attention"": ""5"", ""label_more"": ""5"", ""rb_attention_check"": """"}}",141456,"Can SAD Lamps Help With Seasonal Depression?","Personal Health",146568,"Harlem residents roll up their sleeves as city's blood supply dips",5,5,NA,NA,NA,NA,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",5,5,5,5,3,5,"Personal Health","Sports","You might also like this article:","This article is trending right now:",5,5,5,5,5,NA,142537,"The Ashes 2025-26: Insight, analysis and a new signing for The Athletic",1,1
265,2,134,"{""main_article_id"": 40, ""main_article_stable_id"": ""146596"", ""main_article_title"": ""She cares for her aging parents full time. That requires taking care of herself, too"", ""selected_recommendation_id"": 61, ""selected_recommendation_stable_id"": ""133294"", ""selected_recommendation_title"": ""Why a dementia village in the Netherlands is fueling hope in D.C."", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [61, 45], ""recommendations_labels"": {""45"": ""This article's content focuses on solutions and constructive ways forward:"", ""61"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""133294"", ""148260""], ""recommendations_titles"": [""Why a dementia village in the Netherlands is fueling hope in D.C."", ""Choreographer for Neil Diamond-inspired musical \""A Beautiful Noise\"" helping Parkinson's patients get moving""], ""ratings"": {""likelihood_61"": ""3"", ""preference_fit_61"": ""3"", ""constructive_61"": """", ""understandable_61"": """", ""trustworthy_61"": """", ""relevant_61"": """", ""likelihood_45"": ""1"", ""preference_fit_45"": ""1"", ""constructive_45"": ""1"", ""understandable_45"": ""5"", ""trustworthy_45"": ""3"", ""relevant_45"": ""1"", ""label_understandable"": ""5"", ""label_useful"": ""1"", ""label_influenced"": ""1"", ""label_attention"": ""1"", ""label_more"": ""3"", ""rb_attention_check"": ""1""}}",146596,"She cares for her aging parents full time. That requires taking care of herself, too","Personal Health",133294,"Why a dementia village in the Netherlands is fueling hope in D.C.",3,3,NA,NA,NA,NA,148260,"Choreographer for Neil Diamond-inspired musical ""A Beautiful Noise"" helping Parkinson's patients get moving",1,1,1,5,3,1,"Personal Health","Entertainment","You might also like this article:","This article's content focuses on solutions and constructive ways forward:",5,1,1,1,3,1,133294,"Why a dementia village in the Netherlands is fueling hope in D.C.",0,1
266,1,135,"{""main_article_id"": 51, ""main_article_stable_id"": ""136187"", ""main_article_title"": ""Alaska sued over aerial hunting of bears to protect caribou"", ""selected_recommendation_id"": 64, ""selected_recommendation_stable_id"": ""139293"", ""selected_recommendation_title"": ""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""selected_recommendation_pos"": 0, ""changing_label_rec_pos"": 1, ""recommendations"": [64, 1], ""recommendations_labels"": {""1"": ""The information in this article has been fact-checked for accuracy:"", ""64"": ""You might also like this article:""}, ""recommendations_stable_ids"": [""139293"", ""139610""], ""recommendations_titles"": [""Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City"", ""Poor Countries Got $1 Trillion From China. So Did Rich Ones.""], ""ratings"": {""likelihood_64"": ""5"", ""preference_fit_64"": ""5"", ""constructive_64"": """", ""understandable_64"": """", ""trustworthy_64"": """", ""relevant_64"": """", ""likelihood_1"": ""5"", ""preference_fit_1"": ""4"", ""constructive_1"": ""3"", ""understandable_1"": ""3"", ""trustworthy_1"": ""4"", ""relevant_1"": ""5"", ""label_understandable"": ""3"", ""label_useful"": ""4"", ""label_influenced"": ""2"", ""label_attention"": ""4"", ""label_more"": ""4"", ""rb_attention_check"": """"}}",136187,"Alaska sued over aerial hunting of bears to protect caribou","Politics",139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",5,5,NA,NA,NA,NA,139610,"Poor Countries Got $1 Trillion From China. So Did Rich Ones.",5,4,3,3,4,5,"Politics","Economics","You might also like this article:","The information in this article has been fact-checked for accuracy:",3,4,2,4,4,NA,139293,"Top U.N. Official Pushing to Get Aid Into Stricken Sudanese City",0,1
